transaction_id,property_id,buyer_entity_id,buyer_name,buyer_type,buyer_pan_hash,buyer_incorporation_age_days,seller_entity_id,seller_name,seller_pan_hash,fair_value,declared_value,cash_component_pct,holding_period_days,financing_type,is_ring_txn,aml_flag,pattern_types,buyer_txn_count,undervaluation_pct,value_deviation_pct,is_rapid_flip,is_shell_pattern,anomaly_score,in_detected_ring
701575,101575,11741,Kavya Menon,Individual,PAN011741,,24846,Anjali Reddy,PAN024846,4739141.0,4853245.0,4.3,1616,Mixed,0,0,none,3,-2.4076937149580484,2.4076937149580484,0,0,0.4557702215177136,0
701576,101576,14553,Neha Patel,Individual,PAN014553,,9104,Divya Joshi,PAN009104,4072176.0,4094483.0,2.1,3563,Self-funded,0,0,none,1,-0.5477906652364731,0.5477906652364731,0,0,0.4247764436269566,0
701577,101577,16299,Vikram Kulkarni,Individual,PAN016299,,15877,Crestline Realty LLP,PAN015877,3869803.0,3885586.0,3.4,3297,Bank Loan,0,0,none,1,-0.4078502187320646,0.4078502187320646,0,0,0.3827607110243962,0
701578,101578,15118,Vikram Iyer,Individual,PAN015118,,494,Sunrise Consultancy LLP,PAN000494,8857387.0,9047966.0,4.9,3538,Bank Loan,0,0,none,1,-2.151639078206699,2.151639078206699,0,0,0.4028043268987307,0
701579,101579,18218,Ajay Menon,Individual,PAN018218,,25714,Meridian Enterprises Pvt Ltd,PAN025714,38258444.0,35727995.0,3.9,20,Bank Loan,0,0,none,1,6.614092826148392,-6.614092826148392,1,0,0.4980813340131958,0
701580,101580,1750,Zenith Consultancy Pvt Ltd,Pvt Ltd Company,PAN001750,2994.0,19276,Ajay Pillai,PAN019276,13064343.0,12810084.0,0.6,2017,Self-funded,0,0,none,1,1.9462057908308128,-1.9462057908308128,0,0,0.45583970784332084,0
701581,101581,30722,Crestline Realty LLP,LLP,PAN030722,3717.0,28269,Alpine Trading LLP,PAN028269,3549121.0,3495283.0,4.2,1702,Self-funded,0,0,none,1,1.5169389829199962,-1.5169389829199962,0,0,0.42949902366343684,0
701582,101582,6283,Ajay Desai,Individual,PAN006283,,3424,Sneha Verma,PAN003424,26170573.0,26874496.0,3.4,2180,Bank Loan,0,0,none,2,-2.6897500486519723,2.6897500486519723,0,0,0.40072194560645596,0
701583,101583,30184,Arjun Sharma,Individual,PAN030184,,29887,Anjali Sharma,PAN029887,6065505.0,7539939.0,6.7,68,Mixed,0,1,rapid_flip,1,-24.308511822181337,24.308511822181337,1,0,0.5538818844916471,0
701584,101584,15846,Meridian Infra Pvt Ltd,Partnership Firm,PAN015846,1479.0,12569,Crestline Realty Pvt Ltd,PAN012569,7663469.0,8106567.0,3.6,829,Bank Loan,0,0,none,1,-5.781950706657781,5.781950706657781,0,0,0.43364872510489827,0
701585,101585,15655,Sunrise Enterprises Pvt Ltd,LLP,PAN015655,3860.0,32590,Vertex Realty LLP,PAN032590,12369620.0,12218285.0,4.1,1931,Self-funded,0,0,none,2,1.22344097878512,-1.22344097878512,0,0,0.4549135183829067,0
701586,101586,13806,Rohan Kulkarni,NRI Individual,PAN013806,233.0,16640,Summit Consultancy LLP,PAN016640,34197377.0,35464001.0,4.5,22,Mixed,0,0,none,1,-3.703863018499928,3.703863018499928,1,0,0.5403171821911067,0
701587,101587,2895,Zenith Consultancy Pvt Ltd,Partnership Firm,PAN002895,1529.0,22875,Rahul Nair,PAN022875,17742250.0,17552977.0,6.6,845,Mixed,0,0,none,1,1.0667925432230976,-1.0667925432230976,0,0,0.45454346337892587,0
701588,101588,15922,Sneha Reddy,Individual,PAN015922,,23592,Priya Desai,PAN023592,11488774.0,11296689.0,1.6,1575,Bank Loan,0,0,none,1,1.671936448571449,-1.671936448571449,0,0,0.376643773899952,0
701589,101589,16721,Alpine Enterprises Pvt Ltd,Partnership Firm,PAN016721,2733.0,20220,Pooja Desai,PAN020220,19370221.0,19595549.0,4.9,1288,Self-funded,0,0,none,2,-1.1632701557715837,1.1632701557715837,0,0,0.4733678794095813,0
701590,101590,34007,Pinnacle Infra Pvt Ltd,Pvt Ltd Company,PAN034007,69.0,34008,Sunrise Realty Pvt Ltd,PAN034008,7211712.0,5289899.0,33.0,110,Self-funded,1,1,circular_ring,20,26.6484989971868,-26.6484989971868,1,1,0.6855690321395769,1
701591,101591,30614,Novus Infra LLP,Partnership Firm,PAN030614,734.0,28646,Orbis Enterprises Pvt Ltd,PAN028646,13719279.0,14619088.0,4.9,1377,Self-funded,0,0,none,2,-6.558719302960454,6.558719302960454,0,0,0.48984861679813707,0
701592,101592,32111,Vikram Singh,Individual,PAN032111,,10889,Vertex Realty LLP,PAN010889,4355783.0,4317814.0,2.9,1748,Mixed,0,0,none,1,0.8716917256897324,-0.8716917256897324,0,0,0.38751900084958485,0
701593,101593,9033,Horizon Holdings Pvt Ltd,Trust,PAN009033,2939.0,29139,Priya Patel,PAN029139,10761586.0,11121043.0,2.4,2634,Bank Loan,0,0,none,1,-3.3401861026804043,3.3401861026804043,0,0,0.4695213141463627,0
701594,101594,11080,Crestline Consultancy Pvt Ltd,Pvt Ltd Company,PAN011080,3451.0,2314,Meridian Consultancy Pvt Ltd,PAN002314,15168874.0,15016538.0,1.1,2295,Bank Loan,0,0,none,2,1.004267027335055,-1.004267027335055,0,0,0.4495804375225349,0
701595,101595,9392,Zenith Enterprises Pvt Ltd,Pvt Ltd Company,PAN009392,1095.0,31547,Rohan Nair,PAN031547,10707965.0,10114815.0,4.1,50,Bank Loan,0,0,none,1,5.539334504735494,-5.539334504735494,1,0,0.5345727838858624,0
701596,101596,13309,Vikram Sharma,Individual,PAN013309,,7315,Anjali Iyer,PAN007315,9372010.0,9232750.0,0.0,2571,Bank Loan,0,0,none,1,1.4859139074755576,-1.4859139074755576,0,0,0.3953669982153122,0
701597,101597,27252,Summit Trading Pvt Ltd,Pvt Ltd Company,PAN027252,3458.0,7284,Zenith Holdings LLP,PAN007284,11856214.0,12061959.0,1.1,1173,Bank Loan,0,0,none,1,-1.7353347367043137,1.7353347367043137,0,0,0.429457556527704,0
701598,101598,1063,Cascade Realty Pvt Ltd,Trust,PAN001063,583.0,26227,Zenith Enterprises LLP,PAN026227,3628219.0,3811399.0,0.7,824,Mixed,0,0,none,2,-5.048758082133411,5.048758082133411,0,0,0.5364110291638398,0
701599,101599,16389,Rahul Singh,Individual,PAN016389,,23174,Suresh Kulkarni,PAN023174,10084272.0,9759291.0,1.5,3818,Self-funded,0,0,none,1,3.222652066505148,-3.222652066505148,0,0,0.441295294515764,0
701600,101600,4982,Pooja Iyer,Individual,PAN004982,,29995,Kavya Sharma,PAN029995,20514804.0,22197130.0,51.9,2732,Mixed,0,1,high_cash,1,-8.200546298175698,8.200546298175698,0,0,0.5981907217521749,0
701601,101601,18485,Meera Pillai,NRI Individual,PAN018485,169.0,10552,Sunrise Holdings Pvt Ltd,PAN010552,19459591.0,19660933.0,11.8,82,Bank Loan,0,1,high_cash,2,-1.034667172603987,1.034667172603987,1,0,0.5708382490109125,0
701602,101602,7511,Anjali Sharma,Individual,PAN007511,,14851,Sneha Singh,PAN014851,6293975.0,6284290.0,3.0,2644,Bank Loan,0,0,none,1,0.1538773191822338,-0.1538773191822338,0,0,0.37404809573547776,0
701603,101603,21178,Vikram Rao,Individual,PAN021178,,22296,Priya Iyer,PAN022296,6885827.0,7145486.0,1.5,891,Self-funded,0,0,none,1,-3.770919600506954,3.770919600506954,0,0,0.4232636824173191,0
701604,101604,31168,Priya Desai,Individual,PAN031168,,32981,Suresh Menon,PAN032981,25915775.0,24542011.0,3.3,790,NBFC Loan,0,0,none,1,5.300879483634968,-5.300879483634968,0,0,0.4218084150030034,0
701605,101605,22333,Sunrise Ventures LLP,LLP,PAN022333,1917.0,1293,Karan Pillai,PAN001293,4978186.0,5171462.0,3.6,3086,Bank Loan,0,0,none,1,-3.882458389461543,3.882458389461543,0,0,0.4099665393058613,0
701606,101606,11039,Divya Nair,Individual,PAN011039,,23425,Rahul Joshi,PAN023425,23120701.0,23672407.0,4.0,1178,Mixed,0,0,none,1,-2.386199276570377,2.386199276570377,0,0,0.39383947115431855,0
701607,101607,9894,Vikram Singh,Individual,PAN009894,,12286,Cascade Holdings Pvt Ltd,PAN012286,27995131.0,28806868.0,3.4,1606,Bank Loan,0,1,none,1,-2.8995649279155007,2.8995649279155007,0,0,0.3749955845463004,0
701608,101608,13438,Novus Realty Pvt Ltd,Partnership Firm,PAN013438,1401.0,23298,Meera Singh,PAN023298,16347752.0,15324625.0,4.0,70,NBFC Loan,0,0,none,1,6.258517990730468,-6.258517990730468,1,0,0.5467095667648626,0
701609,101609,33068,Sunrise Trading Pvt Ltd,LLP,PAN033068,1338.0,5621,Pooja Desai,PAN005621,21594299.0,21259552.0,1.1,1392,Bank Loan,0,0,none,1,1.5501637723919632,-1.5501637723919632,0,0,0.4021592233420672,0
701610,101610,22142,Horizon Ventures Pvt Ltd,Trust,PAN022142,2956.0,17161,Meera Desai,PAN017161,12918449.0,12405318.0,0.3,912,Self-funded,0,0,none,1,3.972079001124672,-3.972079001124672,0,0,0.5161456981083807,0
701611,101611,18105,Pinnacle Infra LLP,Partnership Firm,PAN018105,2889.0,12739,Arjun Kulkarni,PAN012739,16885427.0,17169896.0,3.5,445,Self-funded,0,0,none,2,-1.6847012515585185,1.6847012515585185,0,0,0.4873488677791528,0
701612,101612,23763,Summit Trading Pvt Ltd,LLP,PAN023763,1780.0,32959,Kavya Sharma,PAN032959,28583314.0,29855850.0,0.5,676,Mixed,0,0,none,1,-4.452024002535185,4.452024002535185,0,0,0.4519887086804188,0
701613,101613,29274,Neha Nair,Individual,PAN029274,,10047,Arjun Verma,PAN010047,66876626.0,68040986.0,2.5,2488,Bank Loan,0,0,none,1,-1.7410567333346032,1.7410567333346032,0,0,0.37485547700901906,0
701614,101614,17675,Vikram Gupta,Individual,PAN017675,,32186,Pooja Reddy,PAN032186,8557027.0,8350583.0,6.8,1714,Bank Loan,0,0,none,1,2.412566888009118,-2.412566888009118,0,0,0.3913544211809125,0
701615,101615,25143,Pinnacle Enterprises LLP,Pvt Ltd Company,PAN025143,2789.0,30765,Arjun Reddy,PAN030765,4411823.0,4103533.0,1.6,2244,Self-funded,0,0,none,1,6.987814334346595,-6.987814334346595,0,0,0.46031378667976436,0
701616,101616,16985,Horizon Consultancy Pvt Ltd,Partnership Firm,PAN016985,2841.0,18320,Divya Desai,PAN018320,73942029.0,73312794.0,0.1,3791,Bank Loan,0,0,none,1,0.8509842217069806,-0.8509842217069806,0,0,0.4580523972429753,0
701617,101617,2738,Cascade Ventures LLP,Pvt Ltd Company,PAN002738,151.0,12985,Pooja Joshi,PAN012985,5461239.0,5611113.0,0.3,2004,Bank Loan,0,1,shell_entity_buyer,2,-2.7443223048835623,2.7443223048835623,0,1,0.585428782904939,0
701618,101618,32745,Rahul Joshi,Individual,PAN032745,,10174,Horizon Trading LLP,PAN010174,22050450.0,22802318.0,5.1,1236,Bank Loan,0,0,none,1,-3.4097626125543923,3.4097626125543923,0,0,0.38300697019598373,0
701619,101619,20104,Rahul Joshi,Individual,PAN020104,,21753,Rohan Reddy,PAN021753,14410276.0,14490865.0,3.9,3025,Mixed,0,0,none,1,-0.5592467486396513,0.5592467486396513,0,0,0.3949583486389426,0
701620,101620,32633,Rohan Rao,Individual,PAN032633,,5837,Divya Pillai,PAN005837,5305779.0,4973233.0,4.3,2060,Mixed,0,0,none,1,6.26761876060047,-6.26761876060047,0,0,0.39992275406489,0
701621,101621,6873,Neha Singh,Individual,PAN006873,,21048,Kavya Desai,PAN021048,44052825.0,62915216.0,4.5,72,NBFC Loan,0,1,rapid_flip,1,-42.817664928412654,42.817664928412654,1,0,0.5807826040580509,0
701622,101622,200,Orbis Holdings LLP,Trust,PAN000200,1127.0,4223,Ajay Kulkarni,PAN004223,18302156.0,26318349.0,0.5,66,Self-funded,0,1,rapid_flip,1,-43.79917316845076,43.79917316845076,1,0,0.6534488721572768,0
701623,101623,34007,Pinnacle Infra Pvt Ltd,Pvt Ltd Company,PAN034007,69.0,34010,Sunrise Enterprises LLP,PAN034010,12105824.0,7426803.0,51.5,74,Bank Loan,1,1,circular_ring,20,38.65099145667408,-38.65099145667408,1,1,0.6717720880274387,1
701624,101624,23624,Ajay Gupta,Individual,PAN023624,,7081,Vertex Enterprises Pvt Ltd,PAN007081,35228546.0,33710072.0,1.1,696,Bank Loan,0,1,none,1,4.310351043156876,-4.310351043156876,0,0,0.3989113987027923,0
701625,101625,13920,Summit Holdings Pvt Ltd,Partnership Firm,PAN013920,1821.0,16180,Orbis Consultancy LLP,PAN016180,65833602.0,66504447.0,3.1,1098,Self-funded,0,0,none,1,-1.0190009047355482,1.0190009047355482,0,0,0.4406772574702816,0
701626,101626,27548,Suresh Kulkarni,Individual,PAN027548,,7369,Anjali Pillai,PAN007369,19700804.0,20478123.0,6.5,1078,Bank Loan,0,1,none,1,-3.945620696495432,3.945620696495432,0,0,0.39980042392166615,0
701627,101627,4213,Priya Menon,Individual,PAN004213,,12656,Crestline Infra Pvt Ltd,PAN012656,7125056.0,6882230.0,4.0,3941,Self-funded,0,0,none,1,3.408057424390769,-3.408057424390769,0,0,0.44554203598584685,0
701628,101628,10853,Meera Joshi,Individual,PAN010853,,24,Suresh Joshi,PAN000024,9972198.0,9926601.0,2.8,970,Self-funded,0,0,none,1,0.4572412220455309,-0.4572412220455309,0,0,0.4083627497013618,0
701629,101629,28309,Rahul Menon,NRI Individual,PAN028309,796.0,22759,Arjun Desai,PAN022759,41329427.0,39818075.0,53.9,2736,Mixed,0,1,high_cash,1,3.6568423752886776,-3.6568423752886776,0,0,0.5985387907543764,0
701630,101630,9144,Sneha Sharma,Individual,PAN009144,,12227,Priya Iyer,PAN012227,19139901.0,17201130.0,3.5,2846,Self-funded,0,0,none,3,10.129472456518975,-10.129472456518975,0,0,0.5039536810571588,0
701631,101631,7098,Cascade Infra Pvt Ltd,Trust,PAN007098,1997.0,13800,Pooja Desai,PAN013800,8582697.0,8242899.0,3.7,2992,Mixed,0,0,none,2,3.9591051623982536,-3.9591051623982536,0,0,0.522495038391078,0
701632,101632,34007,Pinnacle Infra Pvt Ltd,Pvt Ltd Company,PAN034007,69.0,34009,Summit Ventures LLP,PAN034009,13941563.0,9281011.0,36.0,33,Self-funded,1,1,circular_ring,20,33.4291929821642,-33.4291929821642,1,1,0.686483640261719,1
701633,101633,7004,Ajay Pillai,Individual,PAN007004,,20334,Priya Iyer,PAN020334,24705053.0,23634982.0,4.9,87,Bank Loan,0,0,none,1,4.331385162379534,-4.331385162379534,1,0,0.4951681710425267,0
701634,101634,27291,Neha Sharma,Individual,PAN027291,,5267,Divya Desai,PAN005267,15774063.0,15089109.0,1.4,3875,Bank Loan,0,0,none,1,4.342280108808998,-4.342280108808998,0,0,0.4198175309661318,0
701635,101635,1873,Anjali Nair,Individual,PAN001873,,2453,Kavya Verma,PAN002453,46080658.0,41366607.0,1.2,55,Bank Loan,0,0,none,1,10.229999319888185,-10.229999319888185,1,0,0.510874329213051,0
701636,101636,19109,Vertex Consultancy Pvt Ltd,LLP,PAN019109,3406.0,16346,Rahul Rao,PAN016346,21287306.0,20348532.0,2.5,820,NBFC Loan,0,0,none,1,4.410017876381351,-4.410017876381351,0,0,0.43567719611820505,0
701637,101637,34037,Neha Patel,Individual,PAN034037,,32087,Horizon Infra Pvt Ltd,PAN032087,7248750.0,7572832.0,3.9,3387,NBFC Loan,0,1,structuring,5,-4.47086739092947,4.47086739092947,0,0,0.5555845863670267,0
701638,101638,21954,Anjali Nair,Individual,PAN021954,,22944,Pinnacle Ventures Pvt Ltd,PAN022944,20818203.0,21100074.0,3.1,1835,NBFC Loan,0,0,none,1,-1.3539641245692533,1.3539641245692533,0,0,0.39817889920974536,0
701639,101639,17922,Anjali Iyer,Individual,PAN017922,,849,Karan Iyer,PAN000849,16043634.0,16046472.0,3.2,1807,Mixed,0,0,none,1,-0.0176892591790613,0.0176892591790613,0,0,0.3870387765943794,0
701640,101640,18037,Divya Iyer,Individual,PAN018037,,17454,Meridian Ventures LLP,PAN017454,6280279.0,6575924.0,3.0,1973,Mixed,0,0,none,1,-4.707513790390522,4.707513790390522,0,0,0.3961634463024248,0
701641,101641,3716,Pooja Reddy,Individual,PAN003716,,12977,Priya Kulkarni,PAN012977,24606137.0,24387919.0,4.8,2099,Bank Loan,0,0,none,1,0.8868437983581088,-0.8868437983581088,0,0,0.3740093760482397,0
701642,101642,8635,Rohan Verma,NRI Individual,PAN008635,997.0,22540,Neha Sharma,PAN022540,4416613.0,4234644.0,0.8,78,Self-funded,0,0,none,1,4.120102893325723,-4.120102893325723,1,0,0.5550288359094772,0
701643,101643,16786,Kavya Iyer,Individual,PAN016786,,30138,Zenith Trading Pvt Ltd,PAN030138,29698336.0,31276857.0,3.3,1269,Self-funded,0,0,none,2,-5.315183315321101,5.315183315321101,0,0,0.4428014179482366,0
701644,101644,22609,Horizon Enterprises LLP,Partnership Firm,PAN022609,104.0,16368,Sunrise Ventures Pvt Ltd,PAN016368,10438736.0,9957221.0,1.5,3151,Mixed,0,0,none,1,4.612771124779858,-4.612771124779858,0,0,0.4423668671569147,0
701645,101645,9230,Sneha Patel,Individual,PAN009230,,13022,Rohan Nair,PAN013022,13334605.0,13301835.0,2.6,2367,Self-funded,0,0,none,1,0.2457515614448272,-0.2457515614448272,0,0,0.39848694229593584,0
701646,101646,8193,Rahul Kulkarni,Individual,PAN008193,,29608,Rohan Reddy,PAN029608,66470153.0,66743699.0,1.5,3658,Bank Loan,0,0,none,1,-0.4115320751555965,0.4115320751555965,0,0,0.4053615395877264,0
701647,101647,9401,Karan Kulkarni,Individual,PAN009401,,3377,Orbis Consultancy LLP,PAN003377,72445296.0,80183315.0,2.7,2931,Bank Loan,0,0,none,1,-10.681189017434615,10.681189017434615,0,0,0.4267979073975776,0
701648,101648,10296,Sunrise Enterprises LLP,LLP,PAN010296,3715.0,4126,Arjun Rao,PAN004126,70403367.0,73056651.0,3.6,3940,Mixed,0,0,none,2,-3.768689074202943,3.768689074202943,0,0,0.4766321999181048,0
701649,101649,22376,Amit Desai,Individual,PAN022376,,23695,Cascade Ventures Pvt Ltd,PAN023695,10894114.0,11340931.0,1.8,2104,Bank Loan,0,0,none,1,-4.101453316901218,4.101453316901218,0,0,0.3811958536591505,0
701650,101650,34004,Alpine Consultancy Pvt Ltd,Pvt Ltd Company,PAN034004,18.0,34003,Novus Trading Pvt Ltd,PAN034003,66827492.0,44896461.0,45.1,116,Bank Loan,1,1,circular_ring,19,32.8173785124242,-32.8173785124242,1,1,0.6606834615399055,1
701651,101651,23518,Suresh Joshi,Individual,PAN023518,,7955,Divya Kulkarni,PAN007955,7161188.0,7335378.0,6.1,391,NBFC Loan,0,0,none,1,-2.4324176379673315,2.4324176379673315,0,0,0.4363084792503174,0
701652,101652,33229,Priya Sharma,Individual,PAN033229,,9431,Vikram Menon,PAN009431,24385702.0,23203319.0,2.5,3795,NBFC Loan,0,0,none,1,4.848673210227863,-4.848673210227863,0,0,0.4346201855532187,0
701653,101653,34014,Pinnacle Trading Pvt Ltd,LLP,PAN034014,44.0,34015,Crestline Realty Pvt Ltd,PAN034015,4195151.0,2656957.0,34.7,80,NBFC Loan,1,1,circular_ring,31,36.66599843485968,-36.66599843485968,1,1,0.69046580512258,1
701654,101654,27865,Amit Desai,Individual,PAN027865,,111,Arjun Patel,PAN000111,19999440.0,19183149.0,5.0,1307,Self-funded,0,0,none,1,4.08156928393995,-4.08156928393995,0,0,0.41459703150823146,0
701655,101655,27158,Karan Nair,NRI Individual,PAN027158,1222.0,19469,Priya Patel,PAN019469,22225973.0,23403732.0,4.6,3054,Bank Loan,0,0,none,2,-5.299021104722839,5.299021104722839,0,0,0.4672426003014608,0
701656,101656,13237,Novus Enterprises LLP,Pvt Ltd Company,PAN013237,2997.0,33244,Vikram Gupta,PAN033244,16170001.0,16390871.0,2.5,779,Bank Loan,0,0,none,1,-1.365924467166081,1.365924467166081,0,0,0.42463844125042205,0
701657,101657,34008,Sunrise Realty Pvt Ltd,LLP,PAN034008,109.0,34010,Sunrise Enterprises LLP,PAN034010,25699480.0,17966410.0,42.7,83,Self-funded,1,1,circular_ring,24,30.09037536946273,-30.09037536946273,1,1,0.6744269783739623,1
701658,101658,21834,Vertex Holdings LLP,Pvt Ltd Company,PAN021834,886.0,26908,Rahul Nair,PAN026908,8067448.0,8301717.0,5.1,2509,Self-funded,0,0,none,1,-2.9038798886587185,2.9038798886587185,0,0,0.4537645918142677,0
701659,101659,26074,Priya Reddy,Individual,PAN026074,,22972,Orbis Infra Pvt Ltd,PAN022972,63195838.0,65257568.0,2.8,475,Bank Loan,0,0,none,1,-3.2624458591719288,3.2624458591719288,0,0,0.3993776957229998,0
701660,101660,25466,Vikram Singh,Individual,PAN025466,,1536,Karan Sharma,PAN001536,15598618.0,15181557.0,1.1,71,Mixed,0,1,none,1,2.6737048115416377,-2.6737048115416377,1,0,0.5056617939589211,0
701661,101661,29290,Sneha Iyer,Individual,PAN029290,,5497,Priya Desai,PAN005497,14654680.0,14596517.0,3.0,1976,Self-funded,0,0,none,1,0.3968902766897674,-0.3968902766897674,0,0,0.39909998056341944,0
701662,101662,34020,Priya Verma,Individual,PAN034020,,13376,Pooja Gupta,PAN013376,12919758.0,12456799.0,0.9,1539,Bank Loan,0,1,structuring,5,3.583341112116805,-3.583341112116805,0,0,0.5280843849851251,0
701663,101663,33363,Meera Desai,Individual,PAN033363,,32283,Vertex Realty Pvt Ltd,PAN032283,6623830.0,5757481.0,1.2,3155,Mixed,0,1,undervaluation,1,13.07927588721329,-13.07927588721329,0,0,0.4541352404897907,0
701664,101664,9184,Arjun Desai,Individual,PAN009184,,16142,Horizon Enterprises LLP,PAN016142,13628882.0,12775379.0,3.6,54,NBFC Loan,0,0,none,1,6.262457918411797,-6.262457918411797,1,0,0.5116739277664478,0
701665,101665,13412,Zenith Realty Pvt Ltd,Pvt Ltd Company,PAN013412,2748.0,30989,Rohan Gupta,PAN030989,48763899.0,48150942.0,1.5,762,NBFC Loan,0,0,none,1,1.2569893149848417,-1.2569893149848417,0,0,0.44994393721178577,0
701666,101666,28005,Horizon Enterprises LLP,Pvt Ltd Company,PAN028005,451.0,16213,Alpine Consultancy LLP,PAN016213,10918246.0,10987263.0,2.1,2017,Self-funded,0,0,none,1,-0.6321253432098892,0.6321253432098892,0,0,0.4451536916563472,0
701667,101667,31470,Neha Singh,Individual,PAN031470,,25967,Rahul Singh,PAN025967,34399177.0,33533979.0,5.9,1140,Bank Loan,0,0,none,1,2.515170639111511,-2.515170639111511,0,0,0.38474085463880475,0
701668,101668,15392,Orbis Infra LLP,Partnership Firm,PAN015392,1697.0,7681,Sneha Joshi,PAN007681,23663566.0,23257401.0,0.0,785,Bank Loan,0,0,none,1,1.7164150153869455,-1.7164150153869455,0,0,0.4442938438035938,0
701669,101669,12950,Pinnacle Ventures Pvt Ltd,Pvt Ltd Company,PAN012950,1187.0,26359,Anjali Singh,PAN026359,4304798.0,4270570.0,2.2,615,Bank Loan,0,0,none,1,0.7951128020408855,-0.7951128020408855,0,0,0.42975744736333277,0
701670,101670,6977,Pinnacle Enterprises LLP,Trust,PAN006977,1532.0,1088,Neha Iyer,PAN001088,12482323.0,12164882.0,3.7,1354,Bank Loan,0,0,none,1,2.5431243847799805,-2.5431243847799805,0,0,0.46161653080393716,0
701671,101671,33261,Horizon Consultancy LLP,Pvt Ltd Company,PAN033261,3668.0,21938,Karan Rao,PAN021938,78664070.0,81425042.0,2.7,870,Bank Loan,0,0,none,1,-3.509826023494589,3.509826023494589,0,0,0.4271959371016318,0
701672,101672,298,Amit Gupta,Individual,PAN000298,,16179,Karan Kulkarni,PAN016179,10522198.0,8549533.0,2.2,1936,Self-funded,0,1,undervaluation,1,18.74765139374872,-18.74765139374872,0,0,0.46074406023869957,0
701673,101673,13235,Anjali Nair,Individual,PAN013235,,5045,Sneha Patel,PAN005045,15145823.0,15969739.0,0.0,3789,Bank Loan,0,0,none,1,-5.439889268480161,5.439889268480161,0,0,0.44404040818023766,0
701674,101674,12725,Neha Pillai,Individual,PAN012725,,33678,Vertex Infra Pvt Ltd,PAN033678,14917927.0,14545195.0,7.3,921,Self-funded,0,0,none,1,2.4985509045593264,-2.4985509045593264,0,0,0.4378208841148778,0
701675,101675,23882,Arjun Iyer,Individual,PAN023882,,33882,Horizon Realty Pvt Ltd,PAN033882,4825675.0,4583396.0,2.2,2496,Bank Loan,0,0,none,1,5.0206240577743015,-5.0206240577743015,0,0,0.38432595637343586,0
701676,101676,7438,Anjali Kulkarni,Individual,PAN007438,,32096,Ajay Rao,PAN032096,5976595.0,5864894.0,6.8,1454,Self-funded,0,0,none,2,1.8689738889785903,-1.8689738889785903,0,0,0.4528796215930909,0
701677,101677,21807,Kavya Joshi,Individual,PAN021807,,16539,Zenith Infra LLP,PAN016539,13148334.0,13369434.0,0.6,478,Bank Loan,0,0,none,1,-1.6815818642879017,1.6815818642879017,0,0,0.4106600938456297,0
701678,101678,6521,Amit Pillai,Individual,PAN006521,,30330,Kavya Reddy,PAN030330,58459431.0,60252133.0,1.8,2383,Bank Loan,0,0,none,1,-3.06657449334394,3.06657449334394,0,0,0.376957818322821,0
701679,101679,16195,Priya Joshi,Individual,PAN016195,,27467,Meridian Infra LLP,PAN027467,15459957.0,15648167.0,6.4,723,Mixed,0,0,none,1,-1.2174031273178831,1.2174031273178831,0,0,0.41204737406135356,0
701680,101680,14040,Anjali Nair,NRI Individual,PAN014040,2798.0,25353,Neha Nair,PAN025353,29769041.0,29277778.0,2.3,2158,Bank Loan,0,0,none,1,1.6502479874981528,-1.6502479874981528,0,0,0.4031028802286636,0
701681,101681,11642,Summit Enterprises Pvt Ltd,Partnership Firm,PAN011642,2636.0,11809,Vertex Infra Pvt Ltd,PAN011809,10935168.0,10101913.0,1.5,2122,Self-funded,0,0,none,1,7.619956090295092,-7.619956090295092,0,0,0.461626021841647,0
701682,101682,27686,Meera Kulkarni,Individual,PAN027686,,3590,Vikram Patel,PAN003590,63386261.0,67356165.0,6.4,1831,Self-funded,0,0,none,1,-6.263035454954505,6.263035454954505,0,0,0.4461136858137578,0
701683,101683,33995,Anjali Verma,NRI Individual,PAN033995,3945.0,18991,Rohan Nair,PAN018991,12863207.0,12699634.0,4.8,67,Self-funded,0,0,none,1,1.2716346708872834,-1.2716346708872834,1,0,0.5387845926401731,0
701684,101684,28641,Arjun Iyer,Individual,PAN028641,,23783,Pinnacle Infra LLP,PAN023783,13936956.0,14250447.0,5.7,2862,Mixed,0,0,none,1,-2.249350575548922,2.249350575548922,0,0,0.4022456085121985,0
701685,101685,34031,Divya Iyer,Individual,PAN034031,,11170,Alpine Holdings LLP,PAN011170,31072763.0,30610009.0,0.6,1093,Mixed,0,1,structuring,5,1.489259258985112,-1.489259258985112,0,0,0.5281040699788065,0
701686,101686,26290,Ajay Gupta,Individual,PAN026290,,13662,Zenith Consultancy Pvt Ltd,PAN013662,4369182.0,4349071.0,5.1,631,Bank Loan,0,0,none,1,0.4602921095985472,-0.4602921095985472,0,0,0.3895024602889598,0
701687,101687,10898,Suresh Kulkarni,NRI Individual,PAN010898,2310.0,17913,Rahul Reddy,PAN017913,11826816.0,11712480.0,9.6,1843,Bank Loan,0,0,none,2,0.9667521672781584,-0.9667521672781584,0,0,0.4664466990429841,0
701688,101688,2086,Zenith Ventures LLP,LLP,PAN002086,2034.0,8315,Amit Kulkarni,PAN008315,10613713.0,10280738.0,7.4,1493,Bank Loan,0,0,none,2,3.1372150349269856,-3.1372150349269856,0,0,0.44668165475843896,0
