entity_id,entity_name,entity_type,pan_hash,is_ring_member,is_structuring_member,ring_id,incorporation_age_days
1190,Priya Singh,Individual,PAN001190,0,0,,
1191,Alpine Enterprises Pvt Ltd,Partnership Firm,PAN001191,0,0,,2154.0
1192,Rahul Menon,Individual,PAN001192,0,0,,
1193,Karan Joshi,Individual,PAN001193,0,0,,
1194,Kavya Sharma,Individual,PAN001194,0,0,,
1195,Arjun Menon,Individual,PAN001195,0,0,,
1196,Vikram Nair,Individual,PAN001196,0,0,,
1197,Vikram Reddy,Individual,PAN001197,0,0,,
1198,Summit Infra LLP,Pvt Ltd Company,PAN001198,0,0,,3829.0
1199,Vikram Joshi,Individual,PAN001199,0,0,,
1200,Priya Singh,Individual,PAN001200,0,0,,
1201,Cascade Trading LLP,Pvt Ltd Company,PAN001201,0,0,,771.0
1202,Rohan Desai,Individual,PAN001202,0,0,,
1203,Suresh Reddy,Individual,PAN001203,0,0,,
1204,Priya Kulkarni,Individual,PAN001204,0,0,,
1205,Sneha Iyer,Individual,PAN001205,0,0,,
1206,Sneha Joshi,Individual,PAN001206,0,0,,
1207,Vikram Kulkarni,Individual,PAN001207,0,0,,
1208,Rohan Joshi,Individual,PAN001208,0,0,,
1209,Priya Menon,Individual,PAN001209,0,0,,
1210,Meera Pillai,Individual,PAN001210,0,0,,
1211,Pinnacle Consultancy LLP,Partnership Firm,PAN001211,0,0,,156.0
1212,Amit Reddy,Individual,PAN001212,0,0,,
1213,Karan Reddy,Individual,PAN001213,0,0,,
1214,Novus Infra LLP,Partnership Firm,PAN001214,0,0,,2738.0
1215,Rahul Joshi,Individual,PAN001215,0,0,,
1216,Cascade Infra Pvt Ltd,LLP,PAN001216,0,0,,1921.0
1217,Pooja Gupta,NRI Individual,PAN001217,0,0,,55.0
1218,Meridian Enterprises Pvt Ltd,Pvt Ltd Company,PAN001218,0,0,,2006.0
1219,Divya Patel,NRI Individual,PAN001219,0,0,,218.0
1220,Meera Iyer,Individual,PAN001220,0,0,,
1221,Zenith Realty Pvt Ltd,Pvt Ltd Company,PAN001221,0,0,,2897.0
1222,Sunrise Enterprises Pvt Ltd,LLP,PAN001222,0,0,,424.0
1223,Meera Menon,Individual,PAN001223,0,0,,
1224,Arjun Nair,Individual,PAN001224,0,0,,
1225,Vertex Consultancy Pvt Ltd,Pvt Ltd Company,PAN001225,0,0,,3217.0
1226,Alpine Ventures Pvt Ltd,Pvt Ltd Company,PAN001226,0,0,,3114.0
1227,Neha Singh,Individual,PAN001227,0,0,,
1228,Novus Holdings Pvt Ltd,Pvt Ltd Company,PAN001228,0,0,,1882.0
1229,Kavya Reddy,Individual,PAN001229,0,0,,
1230,Vertex Enterprises LLP,Partnership Firm,PAN001230,0,0,,923.0
1231,Meridian Realty LLP,LLP,PAN001231,0,0,,3920.0
1232,Karan Gupta,Individual,PAN001232,0,0,,
1233,Anjali Singh,Individual,PAN001233,0,0,,
1234,Orbis Trading Pvt Ltd,Pvt Ltd Company,PAN001234,0,0,,802.0
1235,Meera Patel,Individual,PAN001235,0,0,,
1236,Rohan Pillai,NRI Individual,PAN001236,0,0,,1713.0
1237,Pinnacle Enterprises Pvt Ltd,LLP,PAN001237,0,0,,1340.0
1238,Amit Nair,Individual,PAN001238,0,0,,
1239,Vikram Patel,Individual,PAN001239,0,0,,
1240,Summit Infra Pvt Ltd,Pvt Ltd Company,PAN001240,0,0,,1675.0
1241,Sneha Patel,Individual,PAN001241,0,0,,
1242,Alpine Enterprises LLP,Partnership Firm,PAN001242,0,0,,652.0
1243,Crestline Consultancy LLP,Partnership Firm,PAN001243,0,0,,892.0
1244,Amit Sharma,Individual,PAN001244,0,0,,
1245,Meridian Ventures LLP,LLP,PAN001245,0,0,,2021.0
1246,Meera Desai,Individual,PAN001246,0,0,,
1247,Priya Gupta,Individual,PAN001247,0,0,,
1248,Karan Reddy,Individual,PAN001248,0,0,,
1249,Amit Menon,NRI Individual,PAN001249,0,0,,1564.0
1250,Kavya Rao,Individual,PAN001250,0,0,,
1251,Horizon Holdings LLP,Pvt Ltd Company,PAN001251,0,0,,2141.0
1252,Zenith Consultancy LLP,Trust,PAN001252,0,0,,510.0
1253,Pooja Rao,Individual,PAN001253,0,0,,
1254,Rohan Nair,NRI Individual,PAN001254,0,0,,2358.0
1255,Suresh Kulkarni,Individual,PAN001255,0,0,,
1256,Orbis Realty Pvt Ltd,Pvt Ltd Company,PAN001256,0,0,,3327.0
1257,Pooja Reddy,Individual,PAN001257,0,0,,
1258,Rohan Menon,Individual,PAN001258,0,0,,
1259,Divya Patel,Individual,PAN001259,0,0,,
1260,Amit Sharma,Individual,PAN001260,0,0,,
1261,Cascade Holdings LLP,Pvt Ltd Company,PAN001261,0,0,,2390.0
1262,Vertex Enterprises LLP,Partnership Firm,PAN001262,0,0,,249.0
1263,Summit Infra LLP,Partnership Firm,PAN001263,0,0,,2270.0
1264,Anjali Iyer,Individual,PAN001264,0,0,,
1265,Crestline Ventures Pvt Ltd,Pvt Ltd Company,PAN001265,0,0,,3295.0
1266,Amit Verma,Individual,PAN001266,0,0,,
1267,Pinnacle Infra LLP,Partnership Firm,PAN001267,0,0,,3750.0
1268,Alpine Trading Pvt Ltd,Pvt Ltd Company,PAN001268,0,0,,1193.0
1269,Priya Gupta,Individual,PAN001269,0,0,,
1270,Amit Rao,Individual,PAN001270,0,0,,
1271,Suresh Reddy,Individual,PAN001271,0,0,,
1272,Anjali Pillai,Individual,PAN001272,0,0,,
1273,Karan Menon,Individual,PAN001273,0,0,,
1274,Alpine Ventures LLP,LLP,PAN001274,0,0,,478.0
1275,Karan Joshi,Individual,PAN001275,0,0,,
1276,Rohan Desai,Individual,PAN001276,0,0,,
1277,Rohan Kulkarni,Individual,PAN001277,0,0,,
1278,Suresh Nair,Individual,PAN001278,0,0,,
1279,Pinnacle Holdings LLP,Pvt Ltd Company,PAN001279,0,0,,1085.0
1280,Ajay Iyer,Individual,PAN001280,0,0,,
1281,Amit Reddy,Individual,PAN001281,0,0,,
1282,Rahul Menon,Individual,PAN001282,0,0,,
1283,Sneha Nair,NRI Individual,PAN001283,0,0,,3644.0
1284,Zenith Infra LLP,Pvt Ltd Company,PAN001284,0,0,,2778.0
1285,Neha Desai,Individual,PAN001285,0,0,,
1286,Summit Holdings LLP,Pvt Ltd Company,PAN001286,0,0,,2404.0
1287,Rahul Pillai,Individual,PAN001287,0,0,,
1288,Priya Patel,Individual,PAN001288,0,0,,
1289,Rahul Sharma,Individual,PAN001289,0,0,,
1290,Vikram Verma,Individual,PAN001290,0,0,,
1291,Orbis Consultancy Pvt Ltd,LLP,PAN001291,0,0,,1027.0
1292,Neha Nair,Individual,PAN001292,0,0,,
1293,Karan Pillai,Individual,PAN001293,0,0,,
1294,Karan Singh,Individual,PAN001294,0,0,,
1295,Priya Nair,Individual,PAN001295,0,0,,
1296,Rahul Rao,Individual,PAN001296,0,0,,
1297,Horizon Enterprises Pvt Ltd,Pvt Ltd Company,PAN001297,0,0,,2381.0
1298,Ajay Gupta,NRI Individual,PAN001298,0,0,,3827.0
1299,Meera Rao,Individual,PAN001299,0,0,,
1300,Rohan Desai,Individual,PAN001300,0,0,,
1301,Ajay Rao,Individual,PAN001301,0,0,,
1302,Divya Gupta,Individual,PAN001302,0,0,,
1303,Meridian Holdings LLP,Partnership Firm,PAN001303,0,0,,1791.0
1304,Rohan Kulkarni,Individual,PAN001304,0,0,,
1305,Cascade Realty LLP,Pvt Ltd Company,PAN001305,0,0,,1382.0
1306,Alpine Ventures Pvt Ltd,Partnership Firm,PAN001306,0,0,,2819.0
1307,Sneha Patel,Individual,PAN001307,0,0,,
1308,Kavya Joshi,Individual,PAN001308,0,0,,
1309,Meridian Infra LLP,LLP,PAN001309,0,0,,3866.0
1310,Vertex Enterprises Pvt Ltd,LLP,PAN001310,0,0,,2158.0
1311,Neha Desai,Individual,PAN001311,0,0,,
1312,Meera Rao,NRI Individual,PAN001312,0,0,,3036.0
1313,Vertex Enterprises Pvt Ltd,Pvt Ltd Company,PAN001313,0,0,,2760.0
1314,Pooja Verma,Individual,PAN001314,0,0,,
1315,Rahul Desai,Individual,PAN001315,0,0,,
1316,Anjali Nair,Individual,PAN001316,0,0,,
1317,Meera Gupta,Individual,PAN001317,0,0,,
1318,Divya Pillai,NRI Individual,PAN001318,0,0,,653.0
1319,Pooja Verma,Individual,PAN001319,0,0,,
1320,Neha Rao,Individual,PAN001320,0,0,,
1321,Amit Sharma,Individual,PAN001321,0,0,,
1322,Karan Singh,Individual,PAN001322,0,0,,
1323,Amit Pillai,Individual,PAN001323,0,0,,
1324,Alpine Trading LLP,LLP,PAN001324,0,0,,1109.0
1325,Pinnacle Holdings Pvt Ltd,Pvt Ltd Company,PAN001325,0,0,,2864.0
1326,Pooja Singh,Individual,PAN001326,0,0,,
1327,Ajay Reddy,Individual,PAN001327,0,0,,
1328,Vikram Sharma,Individual,PAN001328,0,0,,
1329,Ajay Sharma,Individual,PAN001329,0,0,,
1330,Pinnacle Ventures LLP,Pvt Ltd Company,PAN001330,0,0,,1886.0
1331,Horizon Trading LLP,Pvt Ltd Company,PAN001331,0,0,,2000.0
1332,Kavya Menon,Individual,PAN001332,0,0,,
1333,Kavya Menon,Individual,PAN001333,0,0,,
1334,Rohan Verma,Individual,PAN001334,0,0,,
1335,Ajay Reddy,Individual,PAN001335,0,0,,
1336,Meera Desai,Individual,PAN001336,0,0,,
1337,Pooja Rao,Individual,PAN001337,0,0,,
1338,Ajay Rao,Individual,PAN001338,0,0,,
1339,Priya Patel,Individual,PAN001339,0,0,,
1340,Anjali Gupta,Individual,PAN001340,0,0,,
1341,Sneha Pillai,Individual,PAN001341,0,0,,
1342,Kavya Desai,Individual,PAN001342,0,0,,
1343,Novus Enterprises LLP,Pvt Ltd Company,PAN001343,0,0,,1804.0
1344,Anjali Sharma,Individual,PAN001344,0,0,,
1345,Priya Patel,NRI Individual,PAN001345,0,0,,2499.0
1346,Amit Nair,Individual,PAN001346,0,0,,
1347,Priya Rao,Individual,PAN001347,0,0,,
1348,Sneha Gupta,Individual,PAN001348,0,0,,
1349,Cascade Enterprises Pvt Ltd,Trust,PAN001349,0,0,,2976.0
1350,Zenith Consultancy Pvt Ltd,Partnership Firm,PAN001350,0,0,,3439.0
1351,Pinnacle Holdings LLP,Pvt Ltd Company,PAN001351,0,0,,1810.0
1352,Vertex Enterprises Pvt Ltd,Pvt Ltd Company,PAN001352,0,0,,2440.0
1353,Karan Joshi,Individual,PAN001353,0,0,,
1354,Pinnacle Consultancy LLP,Pvt Ltd Company,PAN001354,0,0,,846.0
1355,Crestline Consultancy Pvt Ltd,Pvt Ltd Company,PAN001355,0,0,,353.0
1356,Novus Ventures LLP,Pvt Ltd Company,PAN001356,0,0,,2541.0
1357,Cascade Consultancy Pvt Ltd,Partnership Firm,PAN001357,0,0,,3487.0
1358,Cascade Infra LLP,Pvt Ltd Company,PAN001358,0,0,,1853.0
1359,Rohan Patel,Individual,PAN001359,0,0,,
1360,Sneha Desai,Individual,PAN001360,0,0,,
1361,Divya Iyer,Individual,PAN001361,0,0,,
1362,Zenith Trading Pvt Ltd,Pvt Ltd Company,PAN001362,0,0,,3324.0
1363,Neha Pillai,Individual,PAN001363,0,0,,
1364,Sneha Nair,Individual,PAN001364,0,0,,
1365,Horizon Enterprises LLP,LLP,PAN001365,0,0,,1098.0
1366,Anjali Nair,Individual,PAN001366,0,0,,
1367,Anjali Joshi,Individual,PAN001367,0,0,,
1368,Sneha Patel,Individual,PAN001368,0,0,,
1369,Cascade Holdings LLP,LLP,PAN001369,0,0,,1750.0
1370,Rohan Pillai,Individual,PAN001370,0,0,,
1371,Arjun Singh,Individual,PAN001371,0,0,,
1372,Arjun Joshi,NRI Individual,PAN001372,0,0,,2087.0
1373,Vikram Patel,Individual,PAN001373,0,0,,
1374,Vikram Gupta,Individual,PAN001374,0,0,,
1375,Sneha Nair,Individual,PAN001375,0,0,,
1376,Priya Menon,Individual,PAN001376,0,0,,
1377,Sneha Nair,Individual,PAN001377,0,0,,
1378,Zenith Realty LLP,Pvt Ltd Company,PAN001378,0,0,,2488.0
1379,Arjun Verma,Individual,PAN001379,0,0,,
1380,Anjali Reddy,Individual,PAN001380,0,0,,
1381,Meridian Ventures Pvt Ltd,Pvt Ltd Company,PAN001381,0,0,,3209.0
1382,Pooja Verma,NRI Individual,PAN001382,0,0,,822.0
1383,Rahul Desai,Individual,PAN001383,0,0,,
1384,Priya Gupta,Individual,PAN001384,0,0,,
1385,Sneha Menon,Individual,PAN001385,0,0,,
1386,Zenith Ventures Pvt Ltd,Pvt Ltd Company,PAN001386,0,0,,2292.0
1387,Ajay Pillai,Individual,PAN001387,0,0,,
1388,Pooja Iyer,Individual,PAN001388,0,0,,
1389,Rohan Iyer,Individual,PAN001389,0,0,,
1390,Kavya Pillai,NRI Individual,PAN001390,0,0,,3459.0
1391,Horizon Consultancy LLP,Pvt Ltd Company,PAN001391,0,0,,2707.0
1392,Vikram Pillai,Individual,PAN001392,0,0,,
1393,Meera Singh,Individual,PAN001393,0,0,,
1394,Cascade Realty Pvt Ltd,LLP,PAN001394,0,0,,1955.0
1395,Priya Iyer,Individual,PAN001395,0,0,,
1396,Neha Rao,Individual,PAN001396,0,0,,
1397,Cascade Trading LLP,Pvt Ltd Company,PAN001397,0,0,,1278.0
1398,Zenith Infra LLP,Pvt Ltd Company,PAN001398,0,0,,3697.0
1399,Kavya Joshi,Individual,PAN001399,0,0,,
1400,Neha Nair,Individual,PAN001400,0,0,,
1401,Alpine Ventures Pvt Ltd,Partnership Firm,PAN001401,0,0,,1312.0
1402,Sneha Pillai,Individual,PAN001402,0,0,,
1403,Pooja Singh,Individual,PAN001403,0,0,,
1404,Suresh Sharma,Individual,PAN001404,0,0,,
1405,Anjali Pillai,NRI Individual,PAN001405,0,0,,3493.0
1406,Horizon Ventures LLP,Partnership Firm,PAN001406,0,0,,594.0
1407,Meera Desai,Individual,PAN001407,0,0,,
1408,Zenith Infra Pvt Ltd,Pvt Ltd Company,PAN001408,0,0,,1290.0
1409,Kavya Patel,Individual,PAN001409,0,0,,
1410,Ajay Rao,Individual,PAN001410,0,0,,
1411,Vikram Rao,Individual,PAN001411,0,0,,
1412,Priya Verma,Individual,PAN001412,0,0,,
1413,Divya Patel,Individual,PAN001413,0,0,,
1414,Cascade Realty LLP,Partnership Firm,PAN001414,0,0,,3873.0
1415,Vikram Singh,Individual,PAN001415,0,0,,
1416,Rohan Sharma,Individual,PAN001416,0,0,,
1417,Sneha Nair,Individual,PAN001417,0,0,,
1418,Kavya Desai,Individual,PAN001418,0,0,,
1419,Rohan Rao,Individual,PAN001419,0,0,,
1420,Vertex Consultancy LLP,Trust,PAN001420,0,0,,1920.0
1421,Anjali Rao,Individual,PAN001421,0,0,,
1422,Vikram Menon,Individual,PAN001422,0,0,,
1423,Kavya Patel,Individual,PAN001423,0,0,,
1424,Ajay Reddy,Individual,PAN001424,0,0,,
1425,Vikram Reddy,Individual,PAN001425,0,0,,
1426,Novus Enterprises LLP,Pvt Ltd Company,PAN001426,0,0,,1572.0
1427,Meera Verma,Individual,PAN001427,0,0,,
1428,Rohan Pillai,Individual,PAN001428,0,0,,
1429,Neha Reddy,Individual,PAN001429,0,0,,
1430,Rahul Kulkarni,Individual,PAN001430,0,0,,
1431,Alpine Trading LLP,Pvt Ltd Company,PAN001431,0,0,,1018.0
1432,Ajay Rao,Individual,PAN001432,0,0,,
1433,Amit Joshi,Individual,PAN001433,0,0,,
1434,Rohan Nair,Individual,PAN001434,0,0,,
1435,Alpine Holdings LLP,Pvt Ltd Company,PAN001435,0,0,,836.0
1436,Kavya Joshi,Individual,PAN001436,0,0,,
1437,Ajay Singh,Individual,PAN001437,0,0,,
1438,Novus Ventures LLP,LLP,PAN001438,0,0,,2617.0
1439,Meridian Consultancy Pvt Ltd,Pvt Ltd Company,PAN001439,0,0,,2752.0
1440,Neha Nair,Individual,PAN001440,0,0,,
1441,Sneha Menon,Individual,PAN001441,0,0,,
1442,Sneha Joshi,Individual,PAN001442,0,0,,
1443,Rahul Menon,Individual,PAN001443,0,0,,
1444,Rohan Singh,Individual,PAN001444,0,0,,
1445,Amit Pillai,Individual,PAN001445,0,0,,
1446,Pinnacle Ventures Pvt Ltd,LLP,PAN001446,0,0,,3712.0
1447,Meridian Trading LLP,LLP,PAN001447,0,0,,2210.0
1448,Zenith Trading Pvt Ltd,Pvt Ltd Company,PAN001448,0,0,,841.0
1449,Meera Iyer,Individual,PAN001449,0,0,,
1450,Pooja Iyer,Individual,PAN001450,0,0,,
1451,Pooja Kulkarni,Individual,PAN001451,0,0,,
1452,Rohan Kulkarni,Individual,PAN001452,0,0,,
1453,Meera Kulkarni,Individual,PAN001453,0,0,,
1454,Kavya Kulkarni,Individual,PAN001454,0,0,,
1455,Vikram Kulkarni,Individual,PAN001455,0,0,,
1456,Sneha Iyer,Individual,PAN001456,0,0,,
1457,Karan Menon,Individual,PAN001457,0,0,,
1458,Suresh Sharma,Individual,PAN001458,0,0,,
1459,Vikram Kulkarni,NRI Individual,PAN001459,0,0,,2052.0
1460,Cascade Realty Pvt Ltd,Trust,PAN001460,0,0,,245.0
1461,Meridian Ventures Pvt Ltd,Pvt Ltd Company,PAN001461,0,0,,2468.0
1462,Rohan Reddy,Individual,PAN001462,0,0,,
1463,Ajay Gupta,Individual,PAN001463,0,0,,
1464,Priya Verma,Individual,PAN001464,0,0,,
1465,Ajay Gupta,Individual,PAN001465,0,0,,
1466,Novus Holdings Pvt Ltd,Pvt Ltd Company,PAN001466,0,0,,1689.0
1467,Novus Ventures LLP,Pvt Ltd Company,PAN001467,0,0,,2584.0
1468,Pooja Desai,Individual,PAN001468,0,0,,
1469,Priya Pillai,Individual,PAN001469,0,0,,
1470,Karan Iyer,Individual,PAN001470,0,0,,
1471,Suresh Gupta,Individual,PAN001471,0,0,,
1472,Sneha Nair,Individual,PAN001472,0,0,,
1473,Amit Sharma,Individual,PAN001473,0,0,,
1474,Zenith Holdings LLP,LLP,PAN001474,0,0,,1015.0
1475,Meera Gupta,Individual,PAN001475,0,0,,
1476,Meera Nair,Individual,PAN001476,0,0,,
1477,Sneha Sharma,NRI Individual,PAN001477,0,0,,1626.0
1478,Divya Sharma,Individual,PAN001478,0,0,,
1479,Novus Holdings LLP,Pvt Ltd Company,PAN001479,0,0,,495.0
1480,Alpine Infra LLP,Trust,PAN001480,0,0,,1956.0
1481,Meridian Ventures LLP,Partnership Firm,PAN001481,0,0,,1757.0
1482,Ajay Sharma,Individual,PAN001482,0,0,,
1483,Alpine Enterprises LLP,Pvt Ltd Company,PAN001483,0,0,,3363.0
1484,Ajay Sharma,NRI Individual,PAN001484,0,0,,2043.0
1485,Horizon Holdings LLP,LLP,PAN001485,0,0,,1697.0
1486,Orbis Infra Pvt Ltd,Trust,PAN001486,0,0,,241.0
1487,Suresh Gupta,Individual,PAN001487,0,0,,
1488,Novus Realty LLP,Partnership Firm,PAN001488,0,0,,3359.0
1489,Kavya Singh,NRI Individual,PAN001489,0,0,,3966.0
1490,Karan Patel,Individual,PAN001490,0,0,,
1491,Sneha Menon,Individual,PAN001491,0,0,,
1492,Rahul Patel,Individual,PAN001492,0,0,,
1493,Orbis Ventures LLP,Partnership Firm,PAN001493,0,0,,675.0
1494,Anjali Sharma,NRI Individual,PAN001494,0,0,,2593.0
1495,Ajay Patel,Individual,PAN001495,0,0,,
1496,Amit Rao,Individual,PAN001496,0,0,,
1497,Rohan Patel,Individual,PAN001497,0,0,,
1498,Priya Patel,Individual,PAN001498,0,0,,
1499,Kavya Iyer,Individual,PAN001499,0,0,,
1500,Sneha Pillai,Individual,PAN001500,0,0,,
1501,Kavya Gupta,Individual,PAN001501,0,0,,
1502,Ajay Rao,Individual,PAN001502,0,0,,
1503,Vikram Menon,Individual,PAN001503,0,0,,
1504,Anjali Iyer,Individual,PAN001504,0,0,,
1505,Ajay Rao,Individual,PAN001505,0,0,,
1506,Arjun Nair,Individual,PAN001506,0,0,,
1507,Suresh Iyer,Individual,PAN001507,0,0,,
1508,Sneha Reddy,Individual,PAN001508,0,0,,
1509,Crestline Infra LLP,Partnership Firm,PAN001509,0,0,,3252.0
1510,Pooja Rao,Individual,PAN001510,0,0,,
1511,Karan Nair,Individual,PAN001511,0,0,,
1512,Rahul Joshi,Individual,PAN001512,0,0,,
1513,Pinnacle Holdings Pvt Ltd,Pvt Ltd Company,PAN001513,0,0,,2132.0
1514,Rohan Menon,Individual,PAN001514,0,0,,
1515,Priya Pillai,Individual,PAN001515,0,0,,
1516,Sneha Rao,Individual,PAN001516,0,0,,
1517,Cascade Realty Pvt Ltd,LLP,PAN001517,0,0,,2195.0
1518,Alpine Trading LLP,LLP,PAN001518,0,0,,2573.0
1519,Rohan Reddy,NRI Individual,PAN001519,0,0,,2288.0
1520,Rahul Rao,Individual,PAN001520,0,0,,
1521,Horizon Trading LLP,Pvt Ltd Company,PAN001521,0,0,,650.0
1522,Anjali Singh,Individual,PAN001522,0,0,,
1523,Sunrise Trading LLP,LLP,PAN001523,0,0,,3000.0
1524,Anjali Gupta,Individual,PAN001524,0,0,,
1525,Karan Joshi,Individual,PAN001525,0,0,,
1526,Pooja Nair,Individual,PAN001526,0,0,,
1527,Karan Verma,Individual,PAN001527,0,0,,
1528,Novus Enterprises LLP,LLP,PAN001528,0,0,,3499.0
1529,Amit Sharma,Individual,PAN001529,0,0,,
1530,Neha Pillai,Individual,PAN001530,0,0,,
1531,Pooja Rao,Individual,PAN001531,0,0,,
1532,Vertex Realty Pvt Ltd,Pvt Ltd Company,PAN001532,0,0,,1740.0
1533,Novus Trading Pvt Ltd,Pvt Ltd Company,PAN001533,0,0,,1722.0
1534,Horizon Infra LLP,Partnership Firm,PAN001534,0,0,,3526.0
1535,Rohan Kulkarni,Individual,PAN001535,0,0,,
1536,Karan Sharma,Individual,PAN001536,0,0,,
1537,Ajay Gupta,Individual,PAN001537,0,0,,
1538,Sunrise Realty Pvt Ltd,LLP,PAN001538,0,0,,3829.0
1539,Sneha Reddy,Individual,PAN001539,0,0,,
1540,Kavya Nair,Individual,PAN001540,0,0,,
1541,Karan Pillai,Individual,PAN001541,0,0,,
1542,Vikram Rao,Individual,PAN001542,0,0,,
1543,Karan Gupta,Individual,PAN001543,0,0,,
1544,Pooja Reddy,NRI Individual,PAN001544,0,0,,2323.0
1545,Summit Enterprises LLP,LLP,PAN001545,0,0,,1999.0
1546,Orbis Consultancy LLP,Pvt Ltd Company,PAN001546,0,0,,1194.0
1547,Orbis Consultancy Pvt Ltd,Pvt Ltd Company,PAN001547,0,0,,1364.0
1548,Orbis Infra Pvt Ltd,Pvt Ltd Company,PAN001548,0,0,,2945.0
1549,Priya Nair,Individual,PAN001549,0,0,,
1550,Orbis Realty LLP,Pvt Ltd Company,PAN001550,0,0,,2506.0
1551,Priya Kulkarni,Individual,PAN001551,0,0,,
1552,Meridian Holdings Pvt Ltd,Trust,PAN001552,0,0,,2479.0
1553,Priya Singh,Individual,PAN001553,0,0,,
1554,Alpine Consultancy LLP,Pvt Ltd Company,PAN001554,0,0,,593.0
1555,Arjun Verma,Individual,PAN001555,0,0,,
1556,Sunrise Realty Pvt Ltd,Partnership Firm,PAN001556,0,0,,489.0
1557,Suresh Rao,Individual,PAN001557,0,0,,
1558,Amit Patel,Individual,PAN001558,0,0,,
1559,Pooja Gupta,Individual,PAN001559,0,0,,
1560,Rohan Joshi,Individual,PAN001560,0,0,,
1561,Sunrise Consultancy LLP,Pvt Ltd Company,PAN001561,0,0,,788.0
1562,Pooja Rao,Individual,PAN001562,0,0,,
1563,Karan Pillai,Individual,PAN001563,0,0,,
1564,Ajay Kulkarni,Individual,PAN001564,0,0,,
1565,Crestline Consultancy Pvt Ltd,Pvt Ltd Company,PAN001565,0,0,,2951.0
1566,Ajay Sharma,Individual,PAN001566,0,0,,
1567,Arjun Patel,Individual,PAN001567,0,0,,
1568,Sneha Singh,Individual,PAN001568,0,0,,
1569,Neha Verma,Individual,PAN001569,0,0,,
1570,Meridian Enterprises LLP,Pvt Ltd Company,PAN001570,0,0,,3287.0
1571,Pooja Gupta,Individual,PAN001571,0,0,,
1572,Summit Consultancy LLP,Partnership Firm,PAN001572,0,0,,287.0
1573,Divya Joshi,Individual,PAN001573,0,0,,
1574,Meera Pillai,Individual,PAN001574,0,0,,
1575,Arjun Verma,Individual,PAN001575,0,0,,
1576,Crestline Realty LLP,Pvt Ltd Company,PAN001576,0,0,,854.0
1577,Amit Nair,Individual,PAN001577,0,0,,
1578,Divya Pillai,Individual,PAN001578,0,0,,
1579,Karan Patel,Individual,PAN001579,0,0,,
1580,Summit Holdings LLP,Pvt Ltd Company,PAN001580,0,0,,2160.0
1581,Suresh Iyer,Individual,PAN001581,0,0,,
1582,Amit Rao,Individual,PAN001582,0,0,,
1583,Orbis Ventures Pvt Ltd,LLP,PAN001583,0,0,,1337.0
1584,Orbis Trading LLP,LLP,PAN001584,0,0,,101.0
1585,Rahul Rao,Individual,PAN001585,0,0,,
1586,Karan Menon,Individual,PAN001586,0,0,,
1587,Vertex Holdings LLP,Pvt Ltd Company,PAN001587,0,0,,3863.0
1588,Neha Kulkarni,Individual,PAN001588,0,0,,
1589,Kavya Verma,Individual,PAN001589,0,0,,
1590,Vikram Menon,Individual,PAN001590,0,0,,
1591,Divya Menon,Individual,PAN001591,0,0,,
1592,Meridian Trading LLP,Pvt Ltd Company,PAN001592,0,0,,2073.0
1593,Novus Realty Pvt Ltd,Pvt Ltd Company,PAN001593,0,0,,2485.0
1594,Zenith Consultancy Pvt Ltd,Partnership Firm,PAN001594,0,0,,257.0
1595,Vertex Ventures Pvt Ltd,Trust,PAN001595,0,0,,1075.0
1596,Rahul Patel,Individual,PAN001596,0,0,,
1597,Horizon Ventures LLP,Trust,PAN001597,0,0,,3347.0
1598,Rahul Menon,Individual,PAN001598,0,0,,
1599,Meera Kulkarni,Individual,PAN001599,0,0,,
1600,Meera Menon,Individual,PAN001600,0,0,,
1601,Horizon Infra Pvt Ltd,Partnership Firm,PAN001601,0,0,,2179.0
1602,Pooja Reddy,Individual,PAN001602,0,0,,
1603,Meera Joshi,Individual,PAN001603,0,0,,
1604,Rohan Reddy,Individual,PAN001604,0,0,,
1605,Neha Iyer,Individual,PAN001605,0,0,,
1606,Cascade Enterprises Pvt Ltd,Trust,PAN001606,0,0,,2700.0
1607,Ajay Nair,NRI Individual,PAN001607,0,0,,3001.0
1608,Kavya Rao,Individual,PAN001608,0,0,,
1609,Amit Rao,Individual,PAN001609,0,0,,
1610,Anjali Desai,Individual,PAN001610,0,0,,
1611,Rahul Singh,Individual,PAN001611,0,0,,
1612,Sunrise Ventures LLP,Pvt Ltd Company,PAN001612,0,0,,198.0
1613,Crestline Consultancy Pvt Ltd,Pvt Ltd Company,PAN001613,0,0,,2718.0
1614,Vikram Menon,Individual,PAN001614,0,0,,
1615,Suresh Desai,Individual,PAN001615,0,0,,
1616,Meridian Holdings LLP,Pvt Ltd Company,PAN001616,0,0,,3420.0
1617,Amit Reddy,Individual,PAN001617,0,0,,
1618,Divya Nair,Individual,PAN001618,0,0,,
1619,Neha Verma,Individual,PAN001619,0,0,,
1620,Cascade Infra Pvt Ltd,LLP,PAN001620,0,0,,453.0
1621,Crestline Realty Pvt Ltd,Pvt Ltd Company,PAN001621,0,0,,3812.0
1622,Divya Singh,Individual,PAN001622,0,0,,
1623,Amit Reddy,Individual,PAN001623,0,0,,
1624,Rahul Sharma,Individual,PAN001624,0,0,,
1625,Amit Patel,Individual,PAN001625,0,0,,
1626,Priya Patel,Individual,PAN001626,0,0,,
1627,Sunrise Infra Pvt Ltd,Pvt Ltd Company,PAN001627,0,0,,3329.0
