property_id,city,locality,pincode,city_tier,tier,property_type,metro_distance_km,bhk,carpet_area_sqft,age_years,builder,builder_score,builder_tier,rera_registered,rera_number,num_amenities,amenities,circle_rate_per_sqft,price_per_sqft,total_price,asking_price_per_sqft,asking_total_price,stamp_duty_pct,stamp_duty_amt,registration_charge_amt,monthly_rent_est,monthly_rent_asking,rental_yield_pct,vastu_compliant,gated_community,rentable,sale_listing_id,sale_ask_value,sale_fair_value,sale_price_deviation_pct,broker_phone,broker_listing_count,description_reuse_count,days_on_market,num_images,sale_is_fraud,sale_fraud_type,rent_listing_id,rent_ask_value,rent_fair_value,rent_price_deviation_pct,rent_broker_phone,rent_broker_listing_count,rent_description_reuse_count,rent_days_on_market,rent_num_images,rent_is_fraud,rent_fraud_type,avg_rental_yield_pct,avg_yoy_appreciation_pct,stability_score,yield_norm,appreciation_norm,stability_norm,buyer_name,buyer_type,buyer_pan_hash,seller_name,declared_value,cash_component_pct,holding_period_days,undervaluation_pct,is_rapid_flip,is_shell_pattern,buyer_txn_count,financing_type,aml_flag,pattern_types,is_ring_txn,sale_fraud_probability,rent_fraud_probability,fraud_probability,fraud_type,aml_risk_probability,price_fairness_score,trust_score,compliance_score,investment_score,prism_score_raw,prism_score,prism_band,rent_price_fairness_score,rent_trust_score,rent_prism_score,rent_prism_band
102341,Hyderabad,Kondapur,500084,Tier1,mid-premium,Apartment,1.68,3,869.4,21,Regional Builders Ltd,0.5,Tier3,1,PREG37934,8,"Clubhouse, Jogging Track, 24/7 Security, Indoor Games Room, Gymnasium, Landscaped Garden, Lift, Visitor Parking",5416.0,6135.0,5333842.0,6029.0,5241214.0,0.055,293361.0,30000.0,22882.0,22693.0,5.15,0,1,1,503549,5294626.0,5333842.0,-0.74,+91-9322763429,28,1,17,10,0,none,503550.0,21842.0,22882.0,-4.55,+91-9187033684,40.0,1.0,52.0,3.0,0.0,none,5.1196,5.34,0.2096407162508248,0.8664880868461866,0.1704035874439462,0.3544087896476095,Anjali Patel,Individual,PAN006396,Sneha Joshi,5225556.0,0.0,962,2.030168872643772,0,0,1,Mixed,0,none,0,0.042913835,0.032664183527231216,0.042913835,none,0.04130549,0.963,0.9285232329368591,0.9586945,0.485638427645575,0.83267075443432,800,Excellent,0.7725,0.9372354440018534,767.0,Excellent
102342,Hyderabad,Kondapur,500084,Tier1,mid-premium,Studio/1RK,1.97,1,332.5,2,Prestige Group,0.92,Tier1,1,PREG12852,5,"Power Backup, Landscaped Garden, Clubhouse, 24/7 Security, Jogging Track",5500.0,7774.0,2585174.0,8567.0,2848811.0,0.055,142185.0,25852.0,10384.0,11244.0,4.82,1,0,1,503551,2883938.0,2585174.0,11.56,+91-9779522429,34,1,47,12,1,scam_ring_broker,503552.0,11074.0,10384.0,6.64,+91-9624288635,37.0,1.0,22.0,10.0,0.0,none,5.1196,5.34,0.2096407162508248,0.8664880868461866,0.1704035874439462,0.3544087896476095,Summit Holdings Pvt Ltd,LLP,PAN024220,Anjali Iyer,2736929.0,3.1,3433,-5.870204481400478,0,0,1,Bank Loan,0,none,0,0.02176477,0.013933994807302952,0.02176477,scam_ring_broker,0.06035345,0.42199999999999993,0.9758999938011169,0.93964654,0.485638427645575,0.6817265893428055,709,Good,0.668,0.9825561044137925,755.0,Excellent
102343,Hyderabad,Kondapur,500084,Tier1,mid-premium,Apartment,1.84,3,971.6,15,Regional Builders Ltd,0.5,Tier3,1,PREG16736,10,"Power Backup, Jogging Track, CCTV, Lift, Visitor Parking, Clubhouse, Swimming Pool, 24/7 Security, Gymnasium, Indoor Games Room",5891.0,7059.0,6859004.0,7382.0,7172249.0,0.055,377245.0,30000.0,30848.0,32572.0,5.4,1,1,1,503553,6943030.0,6859004.0,1.23,+91-9201445292,51,1,19,6,0,none,503554.0,32750.0,30848.0,6.17,+91-9597093838,35.0,1.0,53.0,5.0,0.0,none,5.1196,5.34,0.2096407162508248,0.8664880868461866,0.1704035874439462,0.3544087896476095,Divya Patel,Individual,PAN018589,Anjali Kulkarni,7123535.0,6.7,3909,-3.856696978161843,0,0,1,Mixed,0,none,0,0.21315129,0.14954465627670288,0.21315129,none,0.3123704,0.9385,0.7838214540481567,0.6876296,0.485638427645575,0.7412504876510826,745,Good,0.6915,0.8378870421648025,710.0,Good
102344,Hyderabad,Kondapur,500084,Tier1,mid-premium,Plot/Land,1.91,0,2423.0,0,Individual/Land Owner,0.6,Tier3,0,,0,,5665.0,4526.0,10966267.0,4597.0,11138349.0,0.055,603145.0,30000.0,0.0,0.0,0.0,1,0,0,503555,10892443.0,10966267.0,-0.67,+91-9691984656,32,1,45,9,0,none,,,,,,,,,,,,5.1196,5.34,0.2096407162508248,0.8664880868461866,0.1704035874439462,0.3544087896476095,Meera Joshi,Individual,PAN017608,Priya Rao,11891612.0,3.5,3511,-8.438103868891757,0,0,2,Mixed,1,none,0,0.04521768,,0.04521768,none,0.3066258,0.9665,0.8535649819374085,0.69337416,0.485638427645575,0.7714352280156341,763,Excellent,,,,
102345,Hyderabad,Kondapur,500084,Tier1,mid-premium,Penthouse,1.71,4,1957.4,17,Brigade Group,0.88,Tier1,1,PREG10715,11,"Jogging Track, Children's Play Area, 24/7 Security, Power Backup, Swimming Pool, Landscaped Garden, Visitor Parking, Lift, Indoor Games Room, Clubhouse, CCTV",5868.0,11872.0,23237851.0,12239.0,23957633.0,0.055,1278082.0,30000.0,110638.0,110034.0,5.71,0,1,1,503556,24487435.0,23237851.0,5.38,+91-9425137652,31,1,125,13,0,none,503557.0,107216.0,110638.0,-3.09,+91-9833730649,29.0,1.0,36.0,9.0,0.0,none,5.1196,5.34,0.2096407162508248,0.8664880868461866,0.1704035874439462,0.3544087896476095,Orbis Ventures Pvt Ltd,LLP,PAN034001,Alpine Consultancy Pvt Ltd,15507125.0,34.2,26,33.26781809557174,1,1,21,Bank Loan,1,circular_ring,1,0.023782808,0.023722462356090546,0.023782808,none,0.99641234,0.731,0.9713846317291259,0.0035876632,0.485638427645575,0.6326631459294659,680,Good,0.8455,0.971435906997323,700.0,Good
102346,Hyderabad,Kondapur,500084,Tier1,mid-premium,Penthouse,1.61,3,3001.5,8,Sobha Ltd,0.91,Tier1,1,PREG85883,9,"CCTV, Children's Play Area, Landscaped Garden, Swimming Pool, Jogging Track, Lift, 24/7 Security, Clubhouse, Visitor Parking",5668.0,11227.0,33696083.0,12005.0,36032968.0,0.055,1853285.0,30000.0,140485.0,152070.0,5.0,0,1,1,503558,37215179.0,33696083.0,10.44,+91-9102889776,34,1,122,14,0,none,,,,,,,,,,,,5.1196,5.34,0.2096407162508248,0.8664880868461866,0.1704035874439462,0.3544087896476095,Suresh Kulkarni,Individual,PAN029649,Ajay Pillai,36633463.0,4.9,3569,-8.717274349069,0,0,1,Bank Loan,0,none,0,0.025368335,,0.025368335,none,0.0268881,0.478,0.9721369111061096,0.9731119,0.485638427645575,0.7024174783103195,721,Good,,,,
102347,Hyderabad,Kondapur,500084,Tier1,mid-premium,Apartment,1.7,3,1279.9,15,Lodha Group,0.95,Tier1,1,PREG99474,9,"Indoor Games Room, Jogging Track, 24/7 Security, Lift, Children's Play Area, CCTV, Gymnasium, Landscaped Garden, Clubhouse",5371.0,7625.0,9758877.0,8360.0,10699665.0,0.055,536738.0,30000.0,44737.0,45278.0,5.5,1,1,1,503559,10714493.0,9758877.0,9.79,+91-9152236081,28,1,57,8,0,none,,,,,,,,,,,,5.1196,5.34,0.2096407162508248,0.8664880868461866,0.1704035874439462,0.3544087896476095,Priya Gupta,NRI Individual,PAN011768,Alpine Trading LLP,9347323.0,4.3,2124,4.217227043644469,0,0,2,Bank Loan,0,none,0,0.01738929,,0.01738929,none,0.08016485,0.5105000000000001,0.981719144821167,0.91983515,0.485638427645575,0.7070506258742538,724,Good,,,,
102348,Hyderabad,Kondapur,500084,Tier1,mid-premium,Apartment,1.69,3,592.5,22,Runwal Group,0.78,Tier2,1,PREG72264,11,"Indoor Games Room, Landscaped Garden, Gymnasium, Clubhouse, Swimming Pool, Children's Play Area, Visitor Parking, CCTV, Jogging Track, Lift, 24/7 Security",5288.0,7197.0,4264037.0,7793.0,4617164.0,0.055,234522.0,30000.0,18439.0,19533.0,5.19,0,1,1,503560,4500886.0,4264037.0,5.55,+91-9492012468,33,1,4,3,0,none,,,,,,,,,,,,5.1196,5.34,0.2096407162508248,0.8664880868461866,0.1704035874439462,0.3544087896476095,Novus Enterprises LLP,Pvt Ltd Company,PAN017693,Meera Reddy,3730043.0,2.1,3602,12.523202777086595,0,0,1,NBFC Loan,1,undervaluation,0,0.117530435,,0.117530435,none,0.9559458,0.7225,0.8846991225242614,0.04405421,0.485638427645575,0.6101774754759697,666,Good,,,,
102349,Hyderabad,Kondapur,500084,Tier1,mid-premium,Penthouse,1.87,3,2874.4,6,Kolte-Patil,0.82,Tier2,1,PREG84501,8,"Clubhouse, CCTV, Lift, Indoor Games Room, Visitor Parking, Gymnasium, Children's Play Area, 24/7 Security",6227.0,13702.0,39385197.0,14128.0,40610921.0,0.055,2166186.0,30000.0,160480.0,157694.0,4.89,1,1,1,503561,38531568.0,39385197.0,-2.17,+91-9145633649,31,1,137,6,0,none,503562.0,165852.0,160480.0,3.35,+91-9439453697,26.0,1.0,74.0,3.0,0.0,none,5.1196,5.34,0.2096407162508248,0.8664880868461866,0.1704035874439462,0.3544087896476095,Arjun Desai,Individual,PAN005092,Divya Joshi,38326747.0,0.0,1898,2.6874310162775115,0,0,1,Self-funded,0,none,0,0.025373416,0.01661486178636551,0.025373416,none,0.0358402,0.8915,0.9658326195716858,0.9641598,0.485638427645575,0.8232333727090088,794,Excellent,0.8325,0.9732773674815892,785.0,Excellent
102350,Hyderabad,Kondapur,500084,Tier1,mid-premium,Independent House,1.76,4,2702.5,6,Sobha Ltd,0.91,Tier1,1,PREG67048,0,,5711.0,8204.0,22172154.0,8598.0,23236176.0,0.055,1219468.0,30000.0,89410.0,90871.0,4.84,0,0,1,503563,23268545.0,22172154.0,4.94,+91-9861053448,41,1,104,3,0,none,503564.0,91902.0,89410.0,2.79,+91-9104660979,24.0,1.0,73.0,7.0,0.0,none,5.1196,5.34,0.2096407162508248,0.8664880868461866,0.1704035874439462,0.3544087896476095,Suresh Verma,Individual,PAN004195,Rahul Reddy,20342507.0,2.0,3345,8.252003842296963,0,0,1,Bank Loan,0,none,0,0.141528,0.013174870051443577,0.141528,none,0.06719897,0.753,0.8734012209892272,0.932801,0.485638427645575,0.7492501333825318,750,Excellent,0.8605,0.9825013604562729,789.0,Excellent
102351,Hyderabad,Uppal,500039,Tier1,affordable,Row House,2.95,3,1565.9,13,Regional Builders Ltd,0.5,Tier3,1,PREG91398,0,,5235.0,6441.0,10086111.0,6359.0,9957277.0,0.055,554736.0,30000.0,36334.0,38503.0,4.32,0,0,1,503565,10033695.0,10086111.0,-0.52,+91-9294762416,32,1,153,5,0,none,503566.0,38724.0,36334.0,6.58,+91-9980873094,37.0,1.0,51.0,6.0,0.0,none,4.7138,7.802000000000001,0.108189875399321,0.771135861647634,0.4004110612855009,0.0376802301455819,Anjali Gupta,Individual,PAN018151,Neha Patel,9884490.0,4.3,2841,1.9989964417405284,0,0,1,Bank Loan,0,none,0,0.10875735,0.028095295652747154,0.10875735,none,0.031958252,0.974,0.8725562596321106,0.9680418,0.4761548152023704,0.818211854292307,791,Excellent,0.671,0.9411189986951649,749.0,Good
102352,Hyderabad,Uppal,500039,Tier1,affordable,Studio/1RK,3.61,1,392.7,2,Oberoi Realty,0.9,Tier1,1,PREG42483,8,"Swimming Pool, Visitor Parking, CCTV, Indoor Games Room, Children's Play Area, Landscaped Garden, Jogging Track, Lift",6086.0,9485.0,3724841.0,9471.0,3719038.0,0.055,204866.0,30000.0,17087.0,17835.0,5.5,1,1,1,503567,3638937.0,3724841.0,-2.31,+91-9268753000,32,1,38,8,0,none,503568.0,18030.0,17087.0,5.52,+91-9598147616,36.0,1.0,36.0,4.0,0.0,none,4.7138,7.802000000000001,0.108189875399321,0.771135861647634,0.4004110612855009,0.0376802301455819,Priya Joshi,Individual,PAN019984,Vikram Menon,3892379.0,37.5,3208,-4.497856418569276,0,0,2,NBFC Loan,1,high_cash,0,0.08895806,0.031783703714609146,0.08895806,none,0.99182886,0.8845,0.9173856310844422,0.008171141,0.4761548152023704,0.6608300643911994,696,Good,0.724,0.9659838518425822,676.0,Good
102353,Hyderabad,Uppal,500039,Tier1,affordable,Independent House,3.17,2,1993.6,9,Godrej Properties,0.93,Tier1,1,PREG57753,1,Indoor Games Room,4711.0,6472.0,12901961.0,6747.0,13450888.0,0.055,709608.0,30000.0,64439.0,69851.0,5.99,1,0,1,503569,13356154.0,12901961.0,3.52,+91-9971045244,27,1,95,13,0,none,503570.0,67574.0,64439.0,4.87,+91-9470935030,29.0,1.0,88.0,10.0,0.0,none,4.7138,7.802000000000001,0.108189875399321,0.771135861647634,0.4004110612855009,0.0376802301455819,Ajay Rao,Individual,PAN028631,Horizon Trading LLP,12894802.0,6.0,475,0.0554876890419991,0,0,2,Mixed,0,none,0,0.013643566,0.0363946296274662,0.013643566,none,0.083375536,0.8240000000000001,0.9835029865264893,0.9166245,0.4761548152023704,0.7987832846464253,779,Excellent,0.7565,0.9641645648166537,764.0,Excellent
102354,Hyderabad,Uppal,500039,Tier1,affordable,Plot/Land,3.06,0,2669.9,0,Individual/Land Owner,0.6,Tier3,0,,0,,6186.0,4145.0,11066425.0,4562.0,12178826.0,0.055,608653.0,30000.0,0.0,0.0,0.0,0,0,0,503571,12017440.0,11066425.0,8.59,+91-9709846013,27,77,35,9,1,recycled_description,,,,,,,,,,,,4.7138,7.802000000000001,0.108189875399321,0.771135861647634,0.4004110612855009,0.0376802301455819,Rahul Patel,Individual,PAN032196,Vertex Consultancy LLP,11286385.0,2.6,3987,-1.987633766098808,0,0,1,NBFC Loan,0,none,0,0.99796826,,0.99796826,recycled_description,0.020811917,0.5705,0.043726982067339125,0.9791881,0.4761548152023704,0.4501850111111478,570,Fair,,,,
102355,Hyderabad,Uppal,500039,Tier1,affordable,Plot/Land,3.31,0,2833.8,0,Individual/Land Owner,0.6,Tier3,0,,0,,4668.0,3362.0,9528529.0,3595.0,10188606.0,0.055,524069.0,30000.0,0.0,0.0,0.0,1,0,0,503572,10159190.0,9528529.0,6.62,+91-9313286356,35,1,17,7,0,none,,,,,,,,,,,,4.7138,7.802000000000001,0.108189875399321,0.771135861647634,0.4004110612855009,0.0376802301455819,Priya Menon,Individual,PAN012686,Vertex Consultancy Pvt Ltd,11172170.0,2.9,72,-17.24968250608252,1,0,1,Self-funded,1,rapid_flip,0,0.15197761,,0.15197761,none,0.9794475,0.669,0.7628190560340882,0.020552516,0.4761548152023704,0.5516672981014885,631,Fair,,,,
102356,Hyderabad,Uppal,500039,Tier1,affordable,Apartment,3.21,1,1053.9,10,Prestige Group,0.92,Tier1,1,PREG99942,7,"Visitor Parking, Lift, Swimming Pool, CCTV, Landscaped Garden, Indoor Games Room, Children's Play Area",5392.0,7357.0,7753939.0,7339.0,7734267.0,0.055,426467.0,30000.0,37442.0,37730.0,5.79,1,1,1,503573,7422231.0,7753939.0,-4.28,+91-9724678543,34,1,79,2,0,none,,,,,,,,,,,,4.7138,7.802000000000001,0.108189875399321,0.771135861647634,0.4004110612855009,0.0376802301455819,Kavya Gupta,Individual,PAN023029,Zenith Ventures Pvt Ltd,7183191.0,0.9,935,7.360749162457945,0,0,1,Mixed,0,none,0,0.030491149,,0.030491149,none,0.332644,0.786,0.9684825533866882,0.667356,0.4761548152023704,0.7454868779148198,747,Good,,,,
102357,Hyderabad,Uppal,500039,Tier1,affordable,Apartment,2.89,1,631.1,16,Oberoi Realty,0.9,Tier1,1,PREG10560,12,"Jogging Track, CCTV, Children's Play Area, Visitor Parking, Clubhouse, Lift, 24/7 Security, Power Backup, Landscaped Garden, Indoor Games Room, Gymnasium, Swimming Pool",4778.0,7170.0,4524923.0,7858.0,4958781.0,0.055,248871.0,30000.0,18827.0,20034.0,4.99,1,1,1,503574,5036363.0,4524923.0,11.3,+91-9694140951,39,1,22,11,0,none,503575.0,20775.0,18827.0,10.35,+91-9767162773,32.0,1.0,34.0,4.0,0.0,none,4.7138,7.802000000000001,0.108189875399321,0.771135861647634,0.4004110612855009,0.0376802301455819,Sunrise Holdings Pvt Ltd,Trust,PAN011732,Orbis Trading LLP,4446529.0,5.8,3350,1.7324935695038346,0,0,1,Mixed,1,none,0,0.034067567,0.10018075257539749,0.034067567,none,0.3203297,0.43499999999999994,0.9640425972938538,0.67967033,0.4761548152023704,0.6407020390285588,684,Good,0.48250000000000004,0.9078463603109121,683.0,Good
102358,Hyderabad,Uppal,500039,Tier1,affordable,Villa,3.2,4,4030.9,1,Sobha Ltd,0.91,Tier1,1,PREG67289,7,"Indoor Games Room, Swimming Pool, CCTV, Landscaped Garden, Power Backup, Lift, Clubhouse",5326.0,9760.0,39341264.0,10474.0,42220461.0,0.055,2163770.0,30000.0,189020.0,198706.0,5.77,1,1,1,503576,41617235.0,39341264.0,5.79,+91-9221326291,40,1,97,14,0,none,503577.0,189268.0,189020.0,0.13,+91-9879558245,35.0,1.0,66.0,6.0,0.0,none,4.7138,7.802000000000001,0.108189875399321,0.771135861647634,0.4004110612855009,0.0376802301455819,Rohan Menon,Individual,PAN029931,Horizon Infra LLP,39592251.0,15.8,3278,-0.6379739095317324,0,0,2,NBFC Loan,1,high_cash,0,0.007005835,0.03938450664281845,0.007005835,none,0.99464464,0.7105,0.9877451025962829,0.005355358,0.4761548152023704,0.6293155383096859,678,Good,0.9935,0.9602231693536042,724.0,Good
102359,Hyderabad,Uppal,500039,Tier1,affordable,Studio/1RK,3.15,1,441.5,18,Godrej Properties,0.93,Tier1,1,PREG96550,9,"Children's Play Area, Visitor Parking, Jogging Track, 24/7 Security, CCTV, Landscaped Garden, Gymnasium, Clubhouse, Power Backup",4694.0,6457.0,2851147.0,7120.0,3143681.0,0.055,156813.0,28511.0,9985.0,9946.0,4.2,1,1,1,503578,3206466.0,2851147.0,12.46,+91-9281979223,34,1,81,8,0,none,503579.0,10364.0,9985.0,3.8,+91-9333060799,24.0,1.0,57.0,8.0,0.0,none,4.7138,7.802000000000001,0.108189875399321,0.771135861647634,0.4004110612855009,0.0376802301455819,Zenith Realty Pvt Ltd,Partnership Firm,PAN007073,Divya Verma,2725215.0,3.1,3900,4.416889062542198,0,0,2,Self-funded,0,none,0,0.031023204,0.017124511301517487,0.031023204,none,0.14337827,0.377,0.9687302733421326,0.85662174,0.4761548152023704,0.6512510501207448,691,Good,0.81,0.9805441653937101,771.0,Excellent
102360,Hyderabad,Uppal,500039,Tier1,affordable,Apartment,3.4,1,1380.2,5,Prestige Group,0.92,Tier1,1,PREG28691,3,"Swimming Pool, Indoor Games Room, 24/7 Security",4578.0,6091.0,8407409.0,6366.0,8786980.0,0.055,462407.0,30000.0,48219.0,48444.0,6.88,0,0,1,503580,8498026.0,8407409.0,1.08,+91-9249410037,27,1,27,4,0,none,503581.0,50149.0,48219.0,4.0,+91-9965215759,26.0,1.0,4.0,9.0,0.0,none,4.7138,7.802000000000001,0.108189875399321,0.771135861647634,0.4004110612855009,0.0376802301455819,Anjali Desai,Individual,PAN015185,Vertex Enterprises Pvt Ltd,7782366.0,4.9,2364,7.434430750306069,0,0,1,Self-funded,0,none,0,0.021400996,0.06435517221689224,0.021400996,none,0.046304807,0.946,0.9762091630935669,0.9536952,0.4761548152023704,0.8387557294334508,803,Excellent,0.8,0.9396981036156415,770.0,Excellent
102361,Hyderabad,Uppal,500039,Tier1,affordable,Apartment,3.36,3,1234.4,23,Godrej Properties,0.93,Tier1,1,PREG94287,4,"Power Backup, Landscaped Garden, 24/7 Security, CCTV",5005.0,6420.0,7925048.0,6710.0,8282406.0,0.055,435878.0,30000.0,39198.0,41972.0,5.94,0,0,1,503582,8165258.0,7925048.0,3.03,+91-9485398221,33,2,39,3,1,duplicate_listing,,,,,,,,,,,,4.7138,7.802000000000001,0.108189875399321,0.771135861647634,0.4004110612855009,0.0376802301455819,Pinnacle Consultancy Pvt Ltd,Pvt Ltd Company,PAN005993,Pinnacle Consultancy Pvt Ltd,7932595.0,0.0,3442,-0.095229707126064,0,1,1,Bank Loan,1,shell_entity_buyer,0,0.97400767,,0.97400767,duplicate_listing,0.9306334,0.8485,0.16719348417818547,0.069366574,0.4761548152023704,0.43415173538342494,560,Fair,,,,
102362,Hyderabad,Uppal,500039,Tier1,affordable,Independent House,3.17,4,1668.2,1,Oberoi Realty,0.9,Tier1,1,PREG64385,2,"Children's Play Area, Lift",4513.0,6820.0,11377996.0,6791.0,11328304.0,0.055,625790.0,30000.0,51852.0,49981.0,5.47,1,0,1,503583,11258345.0,11377996.0,-1.05,+91-9230913958,32,1,120,2,0,none,,,,,,,,,,,,4.7138,7.802000000000001,0.108189875399321,0.771135861647634,0.4004110612855009,0.0376802301455819,Alpine Ventures Pvt Ltd,LLP,PAN018442,Meridian Infra Pvt Ltd,11400892.0,3.6,63,-0.201230515461598,1,0,2,NBFC Loan,0,none,0,0.12180046,,0.12180046,none,0.04365126,0.9475,0.8894696168899536,0.9563487,0.4761548152023704,0.8135819053901768,788,Excellent,,,,
102363,Hyderabad,Uppal,500039,Tier1,affordable,Villa,2.95,4,4462.6,19,Runwal Group,0.78,Tier2,1,PREG85125,6,"Swimming Pool, CCTV, Clubhouse, Power Backup, Jogging Track, Indoor Games Room",6057.0,9341.0,41683509.0,9383.0,41871933.0,0.055,2292593.0,30000.0,195822.0,211520.0,5.64,1,1,1,503584,41786331.0,41683509.0,0.25,+91-9310975757,31,1,6,10,0,none,,,,,,,,,,,,4.7138,7.802000000000001,0.108189875399321,0.771135861647634,0.4004110612855009,0.0376802301455819,Pooja Nair,Individual,PAN007045,Karan Iyer,42709394.0,2.6,2365,-2.461129172210526,0,0,2,Bank Loan,0,none,0,0.014008994,,0.014008994,none,0.07757942,0.9875,0.9726923867225646,0.92242056,0.4761548152023704,0.845459512955103,807,Excellent,,,,
102364,Hyderabad,Uppal,500039,Tier1,affordable,Apartment,3.35,2,756.7,0,Prestige Group,0.92,Tier1,1,PREG66458,4,"Landscaped Garden, Swimming Pool, Jogging Track, Power Backup",5996.0,8340.0,6310832.0,8639.0,6537026.0,0.055,347096.0,30000.0,24924.0,26974.0,4.74,0,0,1,503585,6547008.0,6310832.0,3.74,+91-9310975757,31,2,72,11,1,duplicate_listing,,,,,,,,,,,,4.7138,7.802000000000001,0.108189875399321,0.771135861647634,0.4004110612855009,0.0376802301455819,Vikram Reddy,Individual,PAN007063,Anjali Reddy,6161455.0,5.6,40,2.366993765639776,1,0,1,Bank Loan,0,none,0,0.96580184,,0.96580184,duplicate_listing,0.027460588,0.813,0.17346844019889834,0.9725394,0.4761548152023704,0.5608601585353948,637,Fair,,,,
102365,Hyderabad,Uppal,500039,Tier1,affordable,Apartment,3.15,2,665.7,13,DLF Ltd,0.92,Tier1,1,PREG22680,8,"CCTV, Power Backup, Clubhouse, Indoor Games Room, Swimming Pool, Gymnasium, Visitor Parking, Children's Play Area",6037.0,9084.0,6047108.0,9369.0,6236996.0,0.055,332591.0,30000.0,30025.0,31758.0,5.96,1,1,1,503586,6052667.0,6047108.0,0.09,+91-9186867729,33,1,98,7,0,none,,,,,,,,,,,,4.7138,7.802000000000001,0.108189875399321,0.771135861647634,0.4004110612855009,0.0376802301455819,Karan Reddy,Individual,PAN006932,Ajay Verma,6328861.0,4.4,3316,-4.659301603344938,0,0,1,Bank Loan,0,none,0,0.055265844,,0.055265844,none,0.028091123,0.9955,0.9474240535736084,0.97190887,0.4761548152023704,0.8477022499765493,809,Excellent,,,,
102366,Hyderabad,Uppal,500039,Tier1,affordable,Row House,3.21,3,1546.0,9,Lodha Group,0.95,Tier1,1,PREG27112,2,"Lift, 24/7 Security",4538.0,6852.0,10593686.0,6730.0,10403864.0,0.055,582653.0,30000.0,61586.0,64758.0,6.98,0,0,1,503587,10265836.0,10593686.0,-3.09,+91-9519256030,34,2,49,12,1,duplicate_listing,503588.0,88747.0,61586.0,44.1,+91-9717419131,37.0,1.0,16.0,11.0,1.0,price_manipulation,4.7138,7.802000000000001,0.108189875399321,0.771135861647634,0.4004110612855009,0.0376802301455819,Suresh Nair,Individual,PAN006004,Vikram Nair,10287840.0,4.0,3919,2.8870593294911706,0,0,1,Bank Loan,0,none,0,0.9744631,0.996113657951355,0.9744631,duplicate_listing,0.11954941,0.8455,0.16820636132359507,0.8804506,0.4761548152023704,0.5552182031495907,633,Fair,0.0,0.14980339074134827,478.0,Needs Review
102367,Hyderabad,Uppal,500039,Tier1,affordable,Plot/Land,2.98,0,2566.8,0,Individual/Land Owner,0.6,Tier3,0,,0,,4648.0,3512.0,9015168.0,3836.0,9845448.0,0.055,495834.0,30000.0,0.0,0.0,0.0,1,0,0,503589,9996395.0,9015168.0,10.88,+91-9253185212,37,1,55,14,0,none,,,,,,,,,,,,4.7138,7.802000000000001,0.108189875399321,0.771135861647634,0.4004110612855009,0.0376802301455819,Kavya Verma,Individual,PAN018032,Ajay Rao,8750653.0,2.8,823,2.934110601155741,0,0,1,Self-funded,0,none,0,0.034371316,,0.034371316,none,0.09436509,0.45599999999999996,0.8627843899726868,0.9056349,0.4761548152023704,0.6505192647232152,690,Good,,,,
102368,Hyderabad,Uppal,500039,Tier1,affordable,Apartment,3.19,2,1013.2,8,Godrej Properties,0.93,Tier1,1,PREG83664,5,"Children's Play Area, Gymnasium, CCTV, 24/7 Security, Lift",6257.0,8222.0,8330272.0,8536.0,8648460.0,0.055,458165.0,30000.0,32033.0,30763.0,4.61,0,0,1,503590,8791706.0,8330272.0,5.54,+91-9606563439,37,1,14,10,0,none,,,,,,,,,,,,4.7138,7.802000000000001,0.108189875399321,0.771135861647634,0.4004110612855009,0.0376802301455819,Rohan Patel,Individual,PAN007287,Sneha Verma,8357511.0,2.0,1966,-0.3269881223566289,0,0,2,Mixed,0,none,0,0.026463132,,0.026463132,none,0.032600652,0.723,0.9726063633918762,0.96739936,0.4761548152023704,0.7728305196107961,764,Excellent,,,,
102369,Hyderabad,Uppal,500039,Tier1,affordable,Apartment,3.11,1,889.1,23,Kolte-Patil,0.82,Tier2,1,PREG93635,8,"Indoor Games Room, Lift, Visitor Parking, Gymnasium, Landscaped Garden, Swimming Pool, Clubhouse, Jogging Track",5362.0,7174.0,6378451.0,7810.0,6944133.0,0.055,350815.0,30000.0,30377.0,30224.0,5.71,1,1,1,503591,7010360.0,6378451.0,9.91,+91-9761492403,32,1,63,10,0,none,503592.0,29312.0,30377.0,-3.51,+91-9885528286,39.0,1.0,51.0,4.0,0.0,none,4.7138,7.802000000000001,0.108189875399321,0.771135861647634,0.4004110612855009,0.0376802301455819,Summit Realty Pvt Ltd,Trust,PAN009437,Meridian Consultancy LLP,6502334.0,2.4,501,-1.9422113613477632,0,0,2,Bank Loan,0,none,0,0.11408967,0.029260095208883286,0.11408967,none,0.16733603,0.5045,0.8904238032341003,0.83266395,0.4761548152023704,0.6624154407466986,697,Good,0.8245,0.9625289190724492,768.0,Excellent
